Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,X0_reg_prob,X1_reg_prob,pred_ID_frw_prob,X0_frw_prob,X1_frw_prob,true,ID,train_count_0,train_count_1,test_count_0,test_count_1,train_row_count,md,complexity,tree_count
0,0,33,1,0,33,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,34,1,0,34,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,35,1,0,35,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,36,1,0,36,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,37,1,0,37,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,38,1,0,38,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,39,1,0,39,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,40,1,0,40,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,41,1,0,41,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,42,1,0,42,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,43,1,0,43,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,44,1,0,44,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,45,1,0,45,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,46,1,0,46,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,47,1,0,47,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,48,1,0,48,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,49,1,0,49,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,50,1,0,50,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,51,1,0,51,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,52,1,0,52,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,53,1,0,53,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,54,1,0,54,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,55,1,0,55,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,56,1,0,56,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,57,1,0,57,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,58,1,0,58,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,59,1,0,59,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,60,1,0,60,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,61,1,0,61,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,62,1,0,62,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,63,1,0,63,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,64,1,0,64,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,65,1,0,65,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,66,1,0,66,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,67,1,0,67,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,68,1,0,68,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,69,1,0,69,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,70,1,0,70,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,71,1,0,71,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,72,1,0,72,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,73,1,0,73,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,74,1,0,74,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,75,1,0,75,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,76,1,0,76,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,77,1,0,77,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,78,1,0,78,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,79,1,0,79,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,80,1,0,80,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,81,1,0,81,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,82,1,0,82,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,83,1,0,83,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,84,1,0,84,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,85,1,0,85,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,86,1,0,86,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,87,1,0,87,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,88,1,0,88,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,89,1,0,89,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,90,1,0,90,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,91,1,0,91,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,92,1,0,92,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,93,1,0,93,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,94,1,0,94,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,95,1,0,95,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,96,1,0,96,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,97,0.99,0.01,97,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,98,1,0,98,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,99,1,0,99,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,100,1,0,100,1,0,0,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,101,0.33,0.67,101,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,102,0.3,0.7,102,0.35,0.65,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,103,0.7,0.3,103,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,104,0.26,0.74,104,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,105,0.77,0.23,105,0.39,0.61,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,106,0.7,0.3,106,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,107,1,0,107,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,108,0.91,0.09,108,0.74,0.26,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,109,0.27,0.73,109,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,110,1,0,110,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,111,1,0,111,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,112,1,0,112,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,113,1,0,113,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,114,1,0,114,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,115,0.27,0.73,115,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,116,1,0,116,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,117,1,0,117,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,118,0.94,0.06,118,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,119,0.24,0.76,119,0.02,0.98,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,120,1,0,120,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,121,0.33,0.67,121,0.06,0.94,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,122,0.6,0.4,122,0.64,0.36,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,123,1,0,123,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,124,0.74,0.26,124,0.44,0.56,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,125,0.34,0.66,125,0.05,0.95,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,126,0.99,0.01,126,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,127,1,0,127,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,128,0.3,0.7,128,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,129,0.26,0.74,129,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,130,0.25,0.75,130,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,131,0.72,0.28,131,0.42,0.58,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,132,0.75,0.25,132,0.32,0.68,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,133,0.98,0.02,133,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,134,0.7,0.3,134,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,135,0.25,0.75,135,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,136,0.24,0.76,136,0.02,0.98,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,137,0.92,0.08,137,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,138,0.94,0.06,138,0.76,0.24,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,139,1,0,139,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,140,0.91,0.09,140,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,141,0.25,0.75,141,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,142,0.28,0.72,142,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,143,0.66,0.34,143,0.44,0.56,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,144,1,0,144,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,145,0.24,0.76,145,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,146,0.48,0.52,146,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,147,0.26,0.74,147,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,148,0.34,0.66,148,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,149,1,0,149,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,150,0.27,0.73,150,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,151,0.61,0.39,151,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,152,1,0,152,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,153,0.26,0.74,153,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,154,0.25,0.75,154,0.02,0.98,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,155,0.99,0.01,155,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,156,1,0,156,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,157,0.54,0.46,157,0.08,0.92,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,158,0.24,0.76,158,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,159,0.39,0.61,159,0.08,0.92,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,160,1,0,160,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,161,0.7,0.3,161,0.34,0.66,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,162,0.7,0.3,162,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,163,0.94,0.06,163,0.42,0.58,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,164,0.98,0.02,164,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,165,0.44,0.56,165,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,166,0.99,0.01,166,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,167,0.27,0.73,167,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,168,0.98,0.02,168,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,169,0.96,0.04,169,0.68,0.32,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,170,0.32,0.68,170,0.08,0.92,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,171,0.29,0.71,171,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,172,0.27,0.73,172,0.35,0.65,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,173,1,0,173,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,174,0.24,0.76,174,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,175,0.89,0.11,175,0.44,0.56,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,176,0.26,0.74,176,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,177,0.29,0.71,177,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,178,0.34,0.66,178,0.05,0.95,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,179,0.3,0.7,179,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,180,1,0,180,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,181,0.24,0.76,181,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,182,1,0,182,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,183,0.25,0.75,183,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,184,1,0,184,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,185,0.24,0.76,185,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,186,1,0,186,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,187,0.3,0.7,187,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,188,0.32,0.68,188,0.4,0.6,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,189,0.27,0.73,189,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,190,1,0,190,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,191,0.32,0.68,191,0.03,0.97,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,192,0.68,0.32,192,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,193,1,0,193,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,194,1,0,194,1,0,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,195,0.3,0.7,195,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,196,0.27,0.73,196,0,1,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,197,0.88,0.12,197,0.42,0.58,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,1,198,0.98,0.02,198,0.66,0.34,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
1,0,199,0.73,0.27,199,0.37,0.63,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,1,200,1,0,200,0.98,0.02,1,2019-10-01 22:13:04,2994,6,100,100,3000,2,0.01,100
0,0,1,1,0,1,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,2,1,0,2,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,3,1,0,3,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,4,1,0,4,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,5,1,0,5,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,6,1,0,6,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,7,1,0,7,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,8,1,0,8,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,9,1,0,9,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,10,1,0,10,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,11,1,0,11,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,12,1,0,12,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,13,1,0,13,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,14,1,0,14,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,15,1,0,15,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,16,1,0,16,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,17,1,0,17,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,18,1,0,18,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,19,1,0,19,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,20,1,0,20,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,21,1,0,21,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,22,1,0,22,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,23,1,0,23,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,24,1,0,24,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,25,1,0,25,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,26,1,0,26,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,27,1,0,27,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,28,1,0,28,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,29,1,0,29,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,30,1,0,30,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,31,1,0,31,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,32,1,0,32,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,33,1,0,33,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,34,1,0,34,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,35,1,0,35,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,36,1,0,36,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,37,1,0,37,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,38,1,0,38,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,39,1,0,39,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,40,1,0,40,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,41,1,0,41,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,42,1,0,42,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,43,1,0,43,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,44,1,0,44,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,45,1,0,45,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,46,1,0,46,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,47,1,0,47,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,48,1,0,48,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,49,1,0,49,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,50,1,0,50,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,51,1,0,51,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,52,1,0,52,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,53,1,0,53,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,54,1,0,54,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,55,1,0,55,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,56,1,0,56,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,57,1,0,57,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,58,1,0,58,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
0,0,59,1,0,59,1,0,0,2019-10-01 22:30:01,2992,8,100,100,3000,2,0.01,500
