reg_setosa,reg_versicolor,reg_virginica,frw_setosa,frw_versicolor,frw_virginica,true,ID
0,0.95237044076081,0.0476295592391897,0,0.943644697623671,0.056355302376329,versicolor,2019-09-25 17:32:37
0,0.95237044076081,0.0476295592391897,0,0.943644697623671,0.056355302376329,versicolor,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.142206230989808,0.857793769010192,0,0.152837790860082,0.847162209139918,virginica,2019-09-25 17:32:37
0,0.142206230989808,0.857793769010192,0,0.152837790860082,0.847162209139918,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.516904787714968,0.483095212285032,0,0.554710867130667,0.445289132869333,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.265602093305195,0.734397906694805,0,0.263854742681878,0.736145257318122,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
0,0.0106668536215799,0.98933314637842,0,0.0156839098120139,0.984316090187986,virginica,2019-09-25 17:32:37
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
0.998,0.002,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0.002,0.96704596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.297745836440091,0.702254163559909,0,0.323834402063345,0.676165597936655,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.96904596920628,0.0309540307937196,0,0.966269237975416,0.0337307620245835,versicolor,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0.002,0.94178004253093,0.0562199574690702,0,0.966269237975416,0.0337307620245835,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.0144162982974618,0.985583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.583549111285765,0.416450888714235,0,0.612739329593895,0.387260670406105,virginica,2019-09-25 17:33:31
0,0.524693865553905,0.475306134446095,0,0.521539515363845,0.478460484636155,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.633607217318269,0.366392782681731,0,0.617264796869929,0.382735203130071,virginica,2019-09-25 17:33:31
0,0.524693865553905,0.475306134446095,0,0.521539515363845,0.478460484636155,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.297745836440091,0.702254163559909,0,0.323834402063345,0.676165597936655,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.0124162982974618,0.987583701702538,0,0.0156647004281968,0.984335299571803,virginica,2019-09-25 17:33:31
0,0.298219573143136,0.701780426856864,0,0.304569627958747,0.695430372041253,virginica,2019-09-25 17:33:31
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:33:43
0,0.958704306897546,0.0412956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.958704306897546,0.0412956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.809726303644899,0.190273696355101,0,0.865434743673749,0.134565256326251,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.46933577190421,0.53066422809579,0,0.403572026191923,0.596427973808077,versicolor,2019-09-25 17:33:43
0,0.773688012410018,0.226311987589982,0,0.659868170147771,0.340131829852229,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.968704306897546,0.0312956931024539,0,0.967944096435519,0.0320559035644805,versicolor,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.718603225421968,0.281396774578032,0,0.756260588179295,0.243739411820705,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.136886602851472,0.863113397148528,0,0.153258617825256,0.846741382174744,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.664352066391739,0.335647933608261,0,0.711647952479671,0.288352047520329,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
0,0.0369929427404731,0.963007057259527,0,0.0443539527934289,0.955646047206571,virginica,2019-09-25 17:33:43
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:39
0,0.926485544845598,0.0735144551544018,0,0.919494443655454,0.080505556344546,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.926485544845598,0.0735144551544018,0,0.919494443655454,0.080505556344546,versicolor,2019-09-25 17:34:39
0,0.93743896617932,0.0625610338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.82929294287752,0.17070705712248,0,0.836701584149481,0.163298415850519,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.930137952005322,0.0698620479946776,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.93743896617932,0.0625610338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.584761299832286,0.415238700167715,0,0.525978338894319,0.474021661105681,versicolor,2019-09-25 17:34:39
0,0.926485544845598,0.0735144551544018,0,0.919494443655454,0.080505556344546,versicolor,2019-09-25 17:34:39
0,0.836593957051518,0.163406042948482,0,0.836701584149481,0.163298415850519,versicolor,2019-09-25 17:34:39
0,0.9191845306716,0.0808154693283998,0,0.919494443655454,0.080505556344546,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.93743896617932,0.0625610338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.939078966179321,0.0609210338206795,0,0.933667689411257,0.0663323105887434,versicolor,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.20994022742798,0.79005977257202,0,0.157110245175546,0.842889754824454,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.474133618509417,0.525866381490583,0,0.468575363028771,0.531424636971229,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0505492387799607,0.949450761220039,0,0.0552667470524124,0.944733252947588,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
0,0.0488433564270195,0.95115664357298,0,0.0520370637844109,0.947962936215589,virginica,2019-09-25 17:34:39
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:34:51
0,0.934495732691772,0.0655042673082283,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.943361700057739,0.0566382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.700525229456619,0.299474770543381,0,0.754513406856503,0.245486593143497,versicolor,2019-09-25 17:34:51
0,0.760898354038289,0.239101645961711,0,0.793771884245156,0.206228115754844,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.943361700057739,0.0566382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.934495732691772,0.0655042673082283,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.779264321404256,0.220735678595744,0,0.793771884245156,0.206228115754844,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.952861700057739,0.0471382999422609,0,0.933886798609087,0.0661132013909133,versicolor,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.175499927578067,0.824500072421933,0,0.21069533613726,0.78930466386274,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.175499927578067,0.824500072421933,0,0.21069533613726,0.78930466386274,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.571986303612913,0.428013696387087,0,0.583396394073609,0.416603605926391,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.381959926611539,0.618040073388461,0,0.353762547039649,0.646237452960351,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
0,0.0374610017343608,0.962538998265639,0,0.039578323354366,0.960421676645634,virginica,2019-09-25 17:34:51
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
0.998,0.00178378378378378,0.000216216216216216,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
0.998,0.00178378378378378,0.000216216216216216,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
0.998,0.00178378378378378,0.000216216216216216,1,0,0,setosa,2019-09-25 17:35:43
0.998,0.00178378378378378,0.000216216216216216,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
0.998,0.00178378378378378,0.000216216216216216,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
1,0,0,1,0,0,setosa,2019-09-25 17:35:43
0,0.919776383512844,0.080223616487156,0,0.897081406310172,0.102918593689828,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.919776383512844,0.080223616487156,0,0.897081406310172,0.102918593689828,versicolor,2019-09-25 17:35:43
0.002,0.927337626079521,0.0706623739204787,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.900771844073981,0.0992281559260191,versicolor,2019-09-25 17:35:43
0.002,0.927337626079521,0.0706623739204787,0,0.90070490571381,0.0992950942861898,versicolor,2019-09-25 17:35:43
0,0.919776383512844,0.080223616487156,0,0.897081406310172,0.102918593689828,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.0680420517519329,0.931957948248067,0,0.0332265738373946,0.966773426162605,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90070490571381,0.0992950942861898,versicolor,2019-09-25 17:35:43
0,0.75723969024483,0.24276030975517,0,0.683365116015577,0.316634883984423,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.919776383512844,0.080223616487156,0,0.897081406310172,0.102918593689828,versicolor,2019-09-25 17:35:43
0,0.820454871914887,0.179545128085113,0,0.789321925195319,0.210678074804681,versicolor,2019-09-25 17:35:43
0,0.916218659183519,0.0837813408164808,0,0.897081406310172,0.102918593689828,versicolor,2019-09-25 17:35:43
0.002,0.927337626079521,0.0706623739204787,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.929121409863305,0.0708785901366949,0,0.90264352206004,0.0973564779399604,versicolor,2019-09-25 17:35:43
0,0.0187745861722193,0.981225413827781,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0187745861722193,0.981225413827781,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.714677657679883,0.285322342320117,0,0.669465976302943,0.330534023697057,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
0,0.0153130477106809,0.984686952289319,0,0.0151644976162323,0.984835502383768,virginica,2019-09-25 17:35:43
