Reg_Predicted_Class,FRW_Predicted_Class,pred_ID_reg_prob,setosa_reg_prob,versicolor_reg_prob,virginica_reg_prob,pred_ID_frw_prob,setosa_frw_prob,versicolor_frw_prob,virginica_frw_prob,true,ID,train_count_0,train_count_1,test_count_0,test_count_1,md,ms,complexity,tree_count
virginica,virginica,14,0,0.762,0.238,14,0,0.698,0.302,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,15,0,0.984,0.016,15,0,0.996,0.004,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,16,0,1,0,16,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,17,0,0.816,0.184,17,0,0.73,0.27,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,18,0,0.98,0.02,18,0,0.996,0.004,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,20,0,0.308,0.692,20,0,0.294,0.706,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,21,0,0.82,0.18,21,0,0.73,0.27,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,versicolor,22,0,0.99,0.01,22,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,23,0,0.77,0.23,23,0,0.73,0.27,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,24,0,0.98,0.02,24,0,0.996,0.004,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,25,0,1,0,25,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,27,0,0.98,0.02,27,0,0.996,0.004,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,28,0,0.816,0.184,28,0,0.73,0.27,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,versicolor,30,0,0.994,0.006,30,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,31,0,0.98,0.02,31,0,0.996,0.004,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,virginica,33,0,0.002,0.998,33,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,37,0,0.308,0.692,37,0,0.294,0.706,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,39,0,0.308,0.692,39,0,0.294,0.706,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,40,0,0.308,0.692,40,0,0.294,0.706,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,45,0,0.012,0.988,45,0,0.002,0.998,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,46,0,0.012,0.988,46,0,0.002,0.998,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,48,0,0.12,0.88,48,0,0.078,0.922,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
versicolor,versicolor,50,0,0.012,0.988,50,0,0.002,0.998,virginica,2019-10-02 09:06:17,0,0,0,0,2,5,0.01,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,19,1,0,0,19,1,0,0,setosa,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,versicolor,20,0,0.97,0.03,20,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,versicolor,21,0,0.97,0.03,21,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,versicolor,22,0,0.97,0.03,22,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,25,0,0.62,0.38,25,0,0.68,0.32,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,34,0,0,1,34,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,35,0,0,1,35,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,36,0,0,1,36,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,37,0,0,1,37,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,versicolor,38,0,0.97,0.03,38,0,1,0,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,42,0,0.65,0.35,42,0,0.68,0.32,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,44,0,0,1,44,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,45,0,0.65,0.35,45,0,0.68,0.32,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,46,0,0,1,46,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-02 09:06:31,0,0,0,0,2,5,0.05,100
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,15,1,0,0,15,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,16,1,0,0,16,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,17,1,0,0,17,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,18,1,0,0,18,1,0,0,setosa,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,23,0,1,0,23,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,24,0,1,0,24,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,25,0,0.802,0.198,25,0,0.82,0.18,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,26,0,1,0,26,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,27,0,1,0,27,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,28,0,1,0,28,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,29,0,1,0,29,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,30,0,1,0,30,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,31,0,1,0,31,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,32,0,1,0,32,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,33,0,1,0,33,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,34,0,1,0,34,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,35,0,1,0,35,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,36,0,1,0,36,0,1,0,versicolor,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,37,0,0.988,0.012,37,0,0.992,0.008,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,38,0,0,1,38,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,39,0,0,1,39,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,40,0,0,1,40,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,41,0,0,1,41,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,42,0,0,1,42,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,43,0,0,1,43,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,virginica,44,0,0.496,0.504,44,0,0.534,0.466,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,45,0,0,1,45,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
versicolor,versicolor,46,0,0.306,0.694,46,0,0.286,0.714,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,47,0,0,1,47,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,48,0,0,1,48,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,49,0,0,1,49,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
virginica,virginica,50,0,0,1,50,0,0,1,virginica,2019-10-02 09:07:46,0,0,0,0,2,5,0.05,500
setosa,setosa,1,1,0,0,1,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,2,1,0,0,2,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,3,1,0,0,3,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,4,1,0,0,4,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,5,1,0,0,5,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,6,1,0,0,6,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,7,1,0,0,7,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,8,1,0,0,8,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,9,1,0,0,9,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,10,1,0,0,10,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,11,1,0,0,11,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,12,1,0,0,12,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,13,1,0,0,13,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
setosa,setosa,14,1,0,0,14,1,0,0,setosa,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
virginica,versicolor,15,0,0.99,0.01,15,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,16,0,1,0,16,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,17,0,1,0,17,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
virginica,versicolor,18,0,0.95,0.05,18,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,19,0,1,0,19,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,20,0,1,0,20,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,21,0,1,0,21,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
versicolor,versicolor,22,0,1,0,22,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
virginica,versicolor,23,0,0.99,0.01,23,0,1,0,versicolor,2019-10-02 09:08:01,0,0,0,0,2,5,0.1,100
